,wikidata,country,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
2531,Q107108709,ie,IEWEBWC010_0000_0100,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IEWEBWC010_0000_0100,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IEWEBWC010_0000_0100'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108709'>link WD</a>
2532,Q107108722,ie,IESHBWC070_0000_0300,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IESHBWC070_0000_0300,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IESHBWC070_0000_0300'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108722'>link WD</a>
2533,Q107108735,ie,IENWBWC230_0000_0100,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IENWBWC230_0000_0100,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IENWBWC230_0000_0100'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108735'>link WD</a>
2534,Q107108742,de,DEBE_PR_0013,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0013,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0013'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108742'>link WD</a>
2535,Q107108753,de,DEBE_PR_0012,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0012,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0012'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108753'>link WD</a>
2536,Q1453809,de,DEBE_PR_0011,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0011,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0011'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q1453809'>link WD</a>
2537,Q107108774,de,DEBE_PR_0003,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0003,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0003'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108774'>link WD</a>
2538,Q107108784,de,DEBE_PR_0002,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0002,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0002'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107108784'>link WD</a>
2539,Q2353401,de,DEBE_PR_0004,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0004,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0004'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q2353401'>link WD</a>
2540,Q107110061,de,DEBE_PR_0005,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0005,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0005'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110061'>link WD</a>
2541,Q107110071,de,DEBE_PR_0006,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0006,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0006'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110071'>link WD</a>
2542,Q107110080,de,DEBE_PR_0007,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0007,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0007'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110080'>link WD</a>
2543,Q107110092,de,DEBE_PR_0008,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0008,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0008'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110092'>link WD</a>
2544,Q1384416,de,DEBE_PR_0009,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0009,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0009'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q1384416'>link WD</a>
2545,Q107110123,de,DEBE_PR_0010,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0010,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0010'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110123'>link WD</a>
2546,Q107110149,de,DEBE_PR_0014,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0014,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0014'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110149'>link WD</a>
2547,Q107110175,de,DEBE_PR_0015,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0015,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0015'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110175'>link WD</a>
2548,Q107110181,de,DEBE_PR_0016,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0016,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0016'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110181'>link WD</a>
2549,Q107110200,de,DEBE_PR_0017,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0017,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0017'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110200'>link WD</a>
2550,Q1545614,de,DEBE_PR_0018,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0018,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.DEBE_PR_0018'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q1545614'>link WD</a>
2551,Q107110931,it,IT019083107003,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083107003,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083107003'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110931'>link WD</a>
2552,Q107110976,it,IT019083107004,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083107004,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083107004'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107110976'>link WD</a>
2553,Q107111053,it,IT019083041009,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083041009,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083041009'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111053'>link WD</a>
2554,Q107111071,it,IT019083104002,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083104002,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019083104002'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111071'>link WD</a>
2555,Q107111095,it,IT019081009008,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009008,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009008'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111095'>link WD</a>
2556,Q107111151,it,IT019081009012,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009012,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009012'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111151'>link WD</a>
2557,Q107111183,it,IT019081009013,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009013,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009013'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111183'>link WD</a>
2558,Q107111222,it,IT019081009014,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009014,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009014'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111222'>link WD</a>
2559,Q107111263,it,IT019081009015,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009015,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009015'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111263'>link WD</a>
2560,Q107111328,it,IT019081009016,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009016,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081009016'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111328'>link WD</a>
2561,Q107111394,it,IT019081011002,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081011002,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081011002'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111394'>link WD</a>
2562,Q107111448,it,IT019081011004,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081011004,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081011004'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111448'>link WD</a>
2563,Q107111458,it,IT019081011005,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081011005,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.IT019081011005'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111458'>link WD</a>
2564,Q107111694,nl,NLBW44_20-701,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW44_20-701,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW44_20-701'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111694'>link WD</a>
2565,Q107111706,nl,NLBW95_WIJKAZBSD,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_WIJKAZBSD,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_WIJKAZBSD'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111706'>link WD</a>
2566,Q107111716,nl,NLBW95_TERHDBSD,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_TERHDBSD,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_TERHDBSD'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111716'>link WD</a>
2567,Q107111723,nl,NLBW95_SCHEVNGBSD,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_SCHEVNGBSD,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_SCHEVNGBSD'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111723'>link WD</a>
2568,Q107111731,nl,NLBW95_ROCKJBSD,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_ROCKJBSD,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW95_ROCKJBSD'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111731'>link WD</a>
2569,Q107111741,nl,NLBW27_245695,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW27_245695,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW27_245695'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111741'>link WD</a>
2570,Q107111775,nl,NLBW13_ROP40120,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW13_ROP40120,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW13_ROP40120'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111775'>link WD</a>
2571,Q107111786,nl,NLBW11_HBP012,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW11_HBP012,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW11_HBP012'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111786'>link WD</a>
2572,Q107111798,nl,NLBW12_534028,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW12_534028,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW12_534028'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111798'>link WD</a>
2573,Q107111811,nl,NLBW13_RO749,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW13_RO749,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW13_RO749'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111811'>link WD</a>
2574,Q107111823,nl,NLBW92_YBGBSD2019,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW92_YBGBSD2019,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.NLBW92_YBGBSD2019'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107111823'>link WD</a>
2606,Q106710457,se,SE0812482000003353,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812482000003353,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812482000003353'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710457'>link WD</a>
2609,Q106710452,se,SE0A21486000003348,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21486000003348,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21486000003348'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710452'>link WD</a>
2614,Q106710471,se,SE0611785000003410,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611785000003410,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611785000003410'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710471'>link WD</a>
2616,Q106710477,se,SE0611785000003413,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611785000003413,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611785000003413'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710477'>link WD</a>
2633,Q106710500,se,SE0712282000003439,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0712282000003439,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0712282000003439'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710500'>link WD</a>
2655,Q106710705,se,SE0712281000003475,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0712281000003475,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0712281000003475'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710705'>link WD</a>
2662,Q106710726,se,SE0910680000003483,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003483,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003483'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710726'>link WD</a>
2663,Q106710728,se,SE0910680000003484,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003484,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003484'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710728'>link WD</a>
2664,Q106710729,se,SE0910680000003485,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003485,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003485'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710729'>link WD</a>
2674,Q106710759,se,SE0910680000003506,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003506,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000003506'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710759'>link WD</a>
2675,Q107094104,fi,FI110490007,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490007,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490007'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094104'>link WD</a>
2676,Q107094105,fi,FI110490008,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490008,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490008'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094105'>link WD</a>
2677,Q107094106,fi,FI110490012,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490012,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490012'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094106'>link WD</a>
2678,Q107094108,fi,FI110780001,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110780001,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110780001'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094108'>link WD</a>
2679,Q107094096,fi,FI110180001,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110180001,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110180001'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094096'>link WD</a>
2680,Q107094107,fi,FI110490013,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490013,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FI110490013'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094107'>link WD</a>
2681,Q107094219,fr,FR291000123M971362,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FR291000123M971362,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FR291000123M971362'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094219'>link WD</a>
2682,Q107094221,fr,FRD1250003M050340,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRD1250003M050340,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRD1250003M050340'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094221'>link WD</a>
2683,Q107094224,fr,FRG0144049M044160,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRG0144049M044160,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRG0144049M044160'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094224'>link WD</a>
2684,Q107094225,fr,FRH0229293M029894,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRH0229293M029894,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRH0229293M029894'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094225'>link WD</a>
2685,Q107094226,fr,FRL0306004M006230,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRL0306004M006230,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRL0306004M006230'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094226'>link WD</a>
2686,Q107094230,fr,FRM012A004M02A140,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRM012A004M02A140,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRM012A004M02A140'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094230'>link WD</a>
2687,Q107094222,fr,FRF2351277D051010,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRF2351277D051010,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRF2351277D051010'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094222'>link WD</a>
2688,Q107094227,fr,FRL0306029M006125,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRL0306029M006125,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRL0306029M006125'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094227'>link WD</a>
2689,Q107094228,fr,FRL0306029M006145,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRL0306029M006145,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.FRL0306029M006145'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q107094228'>link WD</a>
2694,Q857257,es,ES532M0571245,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0571245,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0571245'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q857257'>link WD</a>
2697,Q7202397,es,ES514M0042482,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES514M0042482,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES514M0042482'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q7202397'>link WD</a>
2702,Q5018263,es,ES531M0481207,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES531M0481207,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES531M0481207'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q5018263'>link WD</a>
2703,Q1026167,es,ES531M0481209,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES531M0481209,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES531M0481209'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q1026167'>link WD</a>
2704,Q7128127,es,ES532M0111103,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0111103,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.ES532M0111103'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q7128127'>link WD</a>
